start_time,end_time,frequency,pitch
5.3,5.34,289.45455447340026,61.749999999999986
5.34,5.36,293.6647679174076,61.99999999999999
5.36,5.38,289.45455447340026,61.749999999999986
5.38,5.4,285.30470202322215,61.5
5.4,5.5,281.2143451832947,61.24999999999999
5.5,5.52,289.45455447340026,61.749999999999986
5.52,5.54,297.93622032611637,62.25
5.54,5.56,302.2698024407796,62.499999999999986
5.56,5.58,306.66641795877985,62.74999999999999
5.58,5.6,302.2698024407796,62.499999999999986
5.6,5.62,297.93622032611637,62.25
5.62,5.64,289.45455447340026,61.749999999999986
5.64,5.68,285.30470202322215,61.5
5.68,5.7,281.2143451832947,61.24999999999999
5.7,5.72,277.1826309768721,60.999999999999986
5.72,5.74,281.2143451832947,61.24999999999999
5.74,5.76,285.30470202322215,61.5
5.76,5.78,289.45455447340026,61.749999999999986
5.78,5.8,297.93622032611637,62.25
5.8,5.84,302.2698024407796,62.499999999999986
5.84,5.88,306.66641795877985,62.74999999999999
5.88,5.9,302.2698024407796,62.499999999999986
5.9,5.96,297.93622032611637,62.25
5.96,6.02,315.65242990842006,63.25000000000001
7.24,7.28,210.6727217536862,56.25
7.8,7.86,254.17759331190004,59.5
7.86,7.9,257.8746915402353,59.74999999999999
7.9,7.92,265.4309967761148,60.249999999999986
7.92,7.94,269.2917795270241,60.49999999999999
7.94,7.96,277.1826309768721,60.999999999999986
7.96,7.98,281.2143451832947,61.24999999999999
7.98,8.0,293.6647679174076,61.99999999999999
8.0,8.04,297.93622032611637,62.25
8.04,8.08,302.2698024407796,62.499999999999986
8.08,8.12,277.1826309768721,60.999999999999986
8.12,8.14,273.20871865616647,60.75
8.14,8.16,269.2917795270241,60.49999999999999
8.16,8.2,265.4309967761148,60.249999999999986
8.2,8.32,261.6255653005986,60.0
8.32,8.34,265.4309967761148,60.249999999999986
8.34,8.36,261.6255653005986,60.0
8.36,8.4,257.8746915402353,59.74999999999999
8.4,8.42,254.17759331190004,59.5
8.42,8.46,250.53349964647214,59.249999999999986
8.46,8.48,243.40129723554335,58.75
8.48,8.52,250.53349964647214,59.249999999999986
8.52,8.56,257.8746915402353,59.74999999999999
8.56,8.62,254.17759331190004,59.5
8.62,8.72,250.53349964647214,59.249999999999986
8.72,8.76,254.17759331190004,59.5
8.76,8.78,250.53349964647214,59.249999999999986
9.14,9.16,155.56349186104046,51.0
9.16,9.18,164.81377845643496,52.0
9.18,9.2,167.21105006640263,52.24999999999999
9.2,9.22,169.64319079487348,52.499999999999986
9.22,9.24,172.11070782485513,52.75
9.24,9.26,174.61411571650194,52.99999999999999
9.26,9.28,177.15393651441798,53.25
9.28,9.3,179.73069985652097,53.5
9.3,9.4,182.3449430844896,53.74999999999999
9.4,9.42,184.9972113558172,54.0
9.42,9.44,187.68805775749541,54.25
9.44,9.46,190.41804342135148,54.49999999999999
10.08,10.1,198.84857044604223,55.24999999999999
10.3,10.42,281.2143451832947,61.24999999999999
10.42,10.46,285.30470202322215,61.5
10.46,10.48,293.6647679174076,61.99999999999999
10.48,10.54,302.2698024407796,62.499999999999986
10.54,10.56,297.93622032611637,62.25
10.56,10.58,289.45455447340026,61.749999999999986
10.58,10.6,285.30470202322215,61.5
10.6,10.64,281.2143451832947,61.24999999999999
10.64,10.66,277.1826309768721,60.999999999999986
10.66,10.68,281.2143451832947,61.24999999999999
10.68,10.7,285.30470202322215,61.5
10.7,10.72,289.45455447340026,61.749999999999986
10.72,10.74,297.93622032611637,62.25
10.74,10.78,302.2698024407796,62.499999999999986
10.78,10.84,306.66641795877985,62.74999999999999
10.84,10.88,302.2698024407796,62.499999999999986
10.88,10.9,297.93622032611637,62.25
10.9,10.92,306.66641795877985,62.74999999999999
10.92,10.96,315.65242990842006,63.25000000000001
11.96,12.02,302.2698024407796,62.499999999999986
12.02,12.04,297.93622032611637,62.25
12.04,12.06,293.6647679174076,61.99999999999999
12.06,12.12,289.45455447340026,61.749999999999986
12.12,12.14,297.93622032611637,62.25
12.18,12.2,297.93622032611637,62.25
12.2,12.22,289.45455447340026,61.749999999999986
12.22,12.26,285.30470202322215,61.5
12.26,12.28,281.2143451832947,61.24999999999999
12.28,12.3,277.1826309768721,60.999999999999986
12.3,12.32,269.2917795270241,60.49999999999999
12.32,12.42,265.4309967761148,60.249999999999986
12.42,12.44,269.2917795270241,60.49999999999999
12.44,12.46,273.20871865616647,60.75
12.56,12.6,587.3295358348151,74.0
12.64,12.66,538.5835590540484,72.5
12.66,12.68,530.8619935522296,72.24999999999999
12.68,12.7,523.2511306011972,72.0
12.7,12.78,515.7493830804707,71.75
12.88,12.9,459.48046426806206,69.75
12.9,12.92,452.8929841231365,69.5
12.92,13.02,446.39994737251044,69.25
13.02,13.06,440.0,69.0
13.06,13.12,446.39994737251044,69.25
13.12,13.16,452.8929841231365,69.5
13.16,13.24,446.39994737251044,69.25
13.24,13.26,452.8929841231365,69.5
13.26,13.28,459.48046426806206,69.75
13.28,13.32,466.1637615180899,69.99999999999999
13.32,13.36,459.48046426806206,69.75
13.36,13.38,446.39994737251044,69.25
13.38,13.44,433.6918074016825,68.75
13.44,13.52,446.39994737251044,69.25
13.52,13.54,440.0,69.0
13.54,13.6,433.6918074016825,68.75
13.6,13.62,440.0,69.0
13.62,13.64,446.39994737251044,69.25
14.04,14.08,315.65242990842006,63.25000000000001
14.08,14.12,320.24370022528126,63.49999999999999
14.12,14.14,324.90175210668986,63.75
14.14,14.16,334.42210013280527,64.25
14.16,14.2,339.28638158974695,64.5
14.2,14.26,349.2282314330039,65.0
14.26,14.3,344.2214156497103,64.74999999999999
14.3,14.32,339.28638158974695,64.5
14.54,14.62,501.0669992929443,71.25
14.62,14.64,493.8833012561241,71.0
14.64,14.68,486.8025944710867,70.75
14.68,14.7,479.82340237271336,70.5
14.7,14.72,472.9442695651064,70.25
14.72,14.74,479.82340237271336,70.5
14.74,14.76,493.8833012561241,71.0
14.76,14.78,515.7493830804707,71.75
14.78,14.82,530.8619935522296,72.24999999999999
14.82,14.84,538.5835590540484,72.5
14.84,14.88,530.8619935522296,72.24999999999999
14.88,14.9,538.5835590540484,72.5
14.9,14.92,570.6094040464443,73.5
14.92,14.94,578.9091089468005,73.74999999999999
14.94,14.98,595.8724406522327,74.25
14.98,15.08,587.3295358348151,74.0
15.12,15.14,530.8619935522296,72.24999999999999
15.26,15.38,281.2143451832947,61.24999999999999
15.38,15.4,285.30470202322215,61.5
15.4,15.42,289.45455447340026,61.749999999999986
15.42,15.44,297.93622032611637,62.25
15.44,15.5,302.2698024407796,62.499999999999986
15.5,15.52,293.6647679174076,61.99999999999999
15.52,15.54,289.45455447340026,61.749999999999986
15.54,15.56,285.30470202322215,61.5
15.56,15.64,281.2143451832947,61.24999999999999
15.64,15.66,285.30470202322215,61.5
15.66,15.68,289.45455447340026,61.749999999999986
15.68,15.7,297.93622032611637,62.25
15.7,15.72,302.2698024407796,62.499999999999986
15.72,15.78,306.66641795877985,62.74999999999999
15.78,15.8,302.2698024407796,62.499999999999986
15.8,15.92,297.93622032611637,62.25
16.5,16.6,459.48046426806206,69.75
16.6,16.78,466.1637615180899,69.99999999999999
16.78,16.8,459.48046426806206,69.75
17.0,17.04,530.8619935522296,72.24999999999999
17.14,17.22,459.48046426806206,69.75
17.22,17.3,466.1637615180899,69.99999999999999
17.3,17.36,459.48046426806206,69.75
17.76,17.78,257.8746915402353,59.74999999999999
17.78,17.8,261.6255653005986,60.0
18.46,18.5,466.1637615180899,69.99999999999999
18.5,18.56,459.48046426806206,69.75
18.56,18.6,466.1637615180899,69.99999999999999
18.6,18.62,459.48046426806206,69.75
18.62,18.64,452.8929841231365,69.5
19.64,19.66,236.4721347825532,58.24999999999999
19.66,19.68,233.08188075904496,58.0
20.16,20.18,293.6647679174076,61.99999999999999
20.18,20.28,289.45455447340026,61.749999999999986
20.28,20.3,293.6647679174076,61.99999999999999
20.3,20.38,297.93622032611637,62.25
20.38,20.42,293.6647679174076,61.99999999999999
20.42,20.48,289.45455447340026,61.749999999999986
20.48,20.5,293.6647679174076,61.99999999999999
20.5,20.54,297.93622032611637,62.25
20.54,20.56,293.6647679174076,61.99999999999999
20.56,20.58,289.45455447340026,61.749999999999986
20.58,20.62,285.30470202322215,61.5
20.62,20.64,293.6647679174076,61.99999999999999
20.64,20.68,297.93622032611637,62.25
20.68,20.7,302.2698024407796,62.499999999999986
20.7,20.74,306.66641795877985,62.74999999999999
20.74,20.8,302.2698024407796,62.499999999999986
20.8,20.94,349.2282314330039,65.0
20.94,21.0,354.30787302883596,65.25
21.0,21.12,349.2282314330039,65.0
21.12,21.14,354.30787302883596,65.25
21.14,21.18,349.2282314330039,65.0
21.18,21.22,344.2214156497103,64.74999999999999
21.22,21.24,349.2282314330039,65.0
21.24,21.3,354.30787302883596,65.25
21.3,21.52,349.2282314330039,65.0
21.52,21.54,354.30787302883596,65.25
21.54,21.56,359.46139971304194,65.49999999999999
21.56,21.58,380.83608684270297,66.5
21.58,21.72,391.99543598174927,66.99999999999999
21.72,21.74,386.3754752821259,66.75
21.74,21.76,375.37611551499083,66.24999999999999
21.76,21.78,364.6898861689792,65.75
21.78,21.8,354.30787302883596,65.25
21.8,21.84,349.2282314330039,65.0
21.84,21.88,339.28638158974695,64.5
21.88,21.98,334.42210013280527,64.25
22.12,22.16,285.30470202322215,61.5
22.16,22.18,281.2143451832947,61.24999999999999
22.18,22.2,277.1826309768721,60.999999999999986
22.2,22.22,273.20871865616647,60.75
22.22,22.36,265.4309967761148,60.249999999999986
22.36,22.42,261.6255653005986,60.0
23.1,23.16,281.2143451832947,61.24999999999999
23.16,23.18,277.1826309768721,60.999999999999986
23.3,23.44,364.6898861689792,65.75
23.44,23.46,369.9944227116344,66.0
23.46,23.48,375.37611551499083,66.24999999999999
23.48,23.52,380.83608684270297,66.5
23.52,23.54,386.3754752821259,66.75
23.54,23.56,391.99543598174927,66.99999999999999
23.56,23.6,397.69714089208446,67.25
23.6,23.62,391.99543598174927,66.99999999999999
23.62,23.66,386.3754752821259,66.75
23.66,23.7,391.99543598174927,66.99999999999999
23.7,23.74,397.69714089208446,67.25
23.74,23.96,391.99543598174927,66.99999999999999
23.96,23.98,386.3754752821259,66.75
23.98,24.0,364.6898861689792,65.75
24.0,24.02,354.30787302883596,65.25
24.02,24.04,349.2282314330039,65.0
24.04,24.08,344.2214156497103,64.74999999999999
24.08,24.1,349.2282314330039,65.0
24.1,24.2,354.30787302883596,65.25
24.2,24.3,349.2282314330039,65.0
24.3,24.36,354.30787302883596,65.25
24.36,24.42,349.2282314330039,65.0
24.5,24.6,349.2282314330039,65.0
24.6,24.64,344.2214156497103,64.74999999999999
24.64,24.66,339.28638158974695,64.5
24.66,24.68,329.6275569128699,63.999999999999986
24.68,24.7,311.1269837220809,63.0
24.7,24.72,297.93622032611637,62.25
24.72,24.76,289.45455447340026,61.749999999999986
24.82,24.84,302.2698024407796,62.499999999999986
24.84,24.92,297.93622032611637,62.25
24.92,25.02,293.6647679174076,61.99999999999999
25.02,25.06,297.93622032611637,62.25
25.06,25.08,293.6647679174076,61.99999999999999
25.08,25.1,285.30470202322215,61.5
25.1,25.12,273.20871865616647,60.75
25.12,25.14,265.4309967761148,60.249999999999986
25.14,25.2,261.6255653005986,60.0
25.2,25.22,265.4309967761148,60.249999999999986
25.22,25.24,269.2917795270241,60.49999999999999
25.24,25.26,281.2143451832947,61.24999999999999
25.26,25.28,285.30470202322215,61.5
25.28,25.3,289.45455447340026,61.749999999999986
25.3,25.44,293.6647679174076,61.99999999999999
25.44,25.48,285.30470202322215,61.5
25.48,25.52,277.1826309768721,60.999999999999986
25.52,25.54,273.20871865616647,60.75
25.54,25.56,277.1826309768721,60.999999999999986
25.56,25.58,281.2143451832947,61.24999999999999
25.58,25.6,285.30470202322215,61.5
25.6,25.62,289.45455447340026,61.749999999999986
25.62,25.64,293.6647679174076,61.99999999999999
25.64,25.72,297.93622032611637,62.25
25.72,25.74,293.6647679174076,61.99999999999999
25.74,25.76,289.45455447340026,61.749999999999986
25.78,25.82,236.4721347825532,58.24999999999999
25.82,25.86,233.08188075904496,58.0
25.86,25.88,236.4721347825532,58.24999999999999
25.88,25.9,243.40129723554335,58.75
25.9,25.92,254.17759331190004,59.5
25.92,25.94,257.8746915402353,59.74999999999999
25.94,26.02,261.6255653005986,60.0
26.02,26.04,257.8746915402353,59.74999999999999
26.04,26.06,254.17759331190004,59.5
26.06,26.08,250.53349964647214,59.249999999999986
26.08,26.1,246.94165062806206,58.99999999999999
26.1,26.12,239.91170118635668,58.5
26.12,26.16,236.4721347825532,58.24999999999999
26.16,26.2,233.08188075904496,58.0
26.2,26.22,229.74023213403103,57.75
26.36,26.4,226.44649206156825,57.49999999999999
26.4,26.56,229.74023213403103,57.75
26.56,26.6,233.08188075904496,58.0
26.6,26.7,229.74023213403103,57.75
26.86,26.92,195.99771799087463,55.0
26.92,26.96,193.18773764106294,54.75
26.96,27.0,190.41804342135148,54.49999999999999
27.0,27.02,187.68805775749541,54.25
27.02,27.04,179.73069985652097,53.5
27.04,27.06,177.15393651441798,53.25
27.06,27.1,174.61411571650194,52.99999999999999
27.1,27.14,177.15393651441798,53.25
27.14,27.16,182.3449430844896,53.74999999999999
27.16,27.2,187.68805775749541,54.25
27.2,27.22,193.18773764106294,54.75
27.22,27.24,187.68805775749541,54.25
27.82,27.88,293.6647679174076,61.99999999999999
27.88,27.92,289.45455447340026,61.749999999999986
27.94,28.0,261.6255653005986,60.0
28.0,28.04,257.8746915402353,59.74999999999999
28.04,28.2,261.6255653005986,60.0
28.2,28.34,257.8746915402353,59.74999999999999
28.34,28.48,254.17759331190004,59.5
28.48,28.54,250.53349964647214,59.249999999999986
28.98,29.0,164.81377845643496,52.0
29.0,29.02,172.11070782485513,52.75
29.02,29.04,174.61411571650194,52.99999999999999
29.04,29.08,177.15393651441798,53.25
29.08,29.1,179.73069985652097,53.5
29.1,29.18,182.3449430844896,53.74999999999999
29.18,29.22,179.73069985652097,53.5
29.5,29.54,257.8746915402353,59.74999999999999
29.54,29.58,261.6255653005986,60.0
29.58,29.6,265.4309967761148,60.249999999999986
29.6,29.64,281.2143451832947,61.24999999999999
29.64,29.66,285.30470202322215,61.5
29.66,29.74,289.45455447340026,61.749999999999986
29.86,29.88,265.4309967761148,60.249999999999986
29.88,29.9,257.8746915402353,59.74999999999999
29.9,29.92,254.17759331190004,59.5
29.92,29.94,250.53349964647214,59.249999999999986
29.94,29.96,243.40129723554335,58.75
29.96,29.98,239.91170118635668,58.5
29.98,30.02,236.4721347825532,58.24999999999999
30.02,30.04,239.91170118635668,58.5
30.04,30.06,243.40129723554335,58.75
30.06,30.08,250.53349964647214,59.249999999999986
30.08,30.16,265.4309967761148,60.249999999999986
30.16,30.18,269.2917795270241,60.49999999999999
30.18,30.2,273.20871865616647,60.75
30.2,30.22,281.2143451832947,61.24999999999999
30.22,30.24,293.6647679174076,61.99999999999999
30.24,30.3,297.93622032611637,62.25
30.3,30.34,293.6647679174076,61.99999999999999
30.34,30.38,289.45455447340026,61.749999999999986
30.38,30.5,293.6647679174076,61.99999999999999
30.5,30.58,297.93622032611637,62.25
30.58,30.62,293.6647679174076,61.99999999999999
30.62,30.64,289.45455447340026,61.749999999999986
30.68,30.72,354.30787302883596,65.25
30.72,30.76,349.2282314330039,65.0
30.76,30.8,344.2214156497103,64.74999999999999
30.8,31.16,349.2282314330039,65.0
31.16,31.2,354.30787302883596,65.25
31.2,31.26,349.2282314330039,65.0
31.34,31.38,334.42210013280527,64.25
31.38,31.4,339.28638158974695,64.5
31.4,31.44,349.2282314330039,65.0
31.44,31.48,354.30787302883596,65.25
31.48,31.5,364.6898861689792,65.75
31.5,31.52,380.83608684270297,66.5
31.52,31.68,391.99543598174927,66.99999999999999
31.68,31.72,354.30787302883596,65.25
31.72,31.74,349.2282314330039,65.0
31.74,31.78,339.28638158974695,64.5
31.78,31.84,334.42210013280527,64.25
31.84,31.86,329.6275569128699,63.999999999999986
31.98,32.1,281.2143451832947,61.24999999999999
32.1,32.12,277.1826309768721,60.999999999999986
32.12,32.16,265.4309967761148,60.249999999999986
32.16,32.44,261.6255653005986,60.0
32.44,32.58,257.8746915402353,59.74999999999999
32.98,33.0,281.2143451832947,61.24999999999999
33.0,33.02,277.1826309768721,60.999999999999986
33.02,33.06,273.20871865616647,60.75
33.06,33.08,269.2917795270241,60.49999999999999
33.08,33.1,265.4309967761148,60.249999999999986
33.16,33.2,339.28638158974695,64.5
33.2,33.22,344.2214156497103,64.74999999999999
33.22,33.24,349.2282314330039,65.0
33.24,33.34,354.30787302883596,65.25
33.34,33.36,364.6898861689792,65.75
33.36,33.38,380.83608684270297,66.5
33.38,33.58,391.99543598174927,66.99999999999999
33.58,33.62,397.69714089208446,67.25
33.62,33.66,391.99543598174927,66.99999999999999
33.66,33.68,386.3754752821259,66.75
33.68,33.94,391.99543598174927,66.99999999999999
33.94,33.96,380.83608684270297,66.5
33.96,33.98,375.37611551499083,66.24999999999999
33.98,34.0,359.46139971304194,65.49999999999999
34.0,34.02,354.30787302883596,65.25
34.02,34.14,349.2282314330039,65.0
34.14,34.2,354.30787302883596,65.25
34.2,34.32,349.2282314330039,65.0
34.4,34.46,354.30787302883596,65.25
34.46,34.5,349.2282314330039,65.0
34.5,34.52,339.28638158974695,64.5
34.52,34.54,329.6275569128699,63.999999999999986
34.54,34.56,320.24370022528126,63.49999999999999
34.56,34.58,311.1269837220809,63.0
34.58,34.6,306.66641795877985,62.74999999999999
34.6,34.64,302.2698024407796,62.499999999999986
34.64,34.68,297.93622032611637,62.25
34.68,34.94,293.6647679174076,61.99999999999999
34.94,34.98,297.93622032611637,62.25
34.98,35.02,293.6647679174076,61.99999999999999
35.02,35.04,289.45455447340026,61.749999999999986
35.04,35.06,269.2917795270241,60.49999999999999
35.06,35.1,265.4309967761148,60.249999999999986
35.1,35.12,269.2917795270241,60.49999999999999
35.12,35.14,277.1826309768721,60.999999999999986
35.14,35.16,281.2143451832947,61.24999999999999
35.16,35.18,285.30470202322215,61.5
35.18,35.22,289.45455447340026,61.749999999999986
35.22,35.32,293.6647679174076,61.99999999999999
35.32,35.34,289.45455447340026,61.749999999999986
35.34,35.36,285.30470202322215,61.5
35.36,35.4,281.2143451832947,61.24999999999999
35.4,35.44,277.1826309768721,60.999999999999986
35.44,35.48,281.2143451832947,61.24999999999999
35.48,35.5,289.45455447340026,61.749999999999986
35.5,35.58,302.2698024407796,62.499999999999986
35.58,35.6,297.93622032611637,62.25
35.6,35.62,289.45455447340026,61.749999999999986
35.64,35.66,243.40129723554335,58.75
35.66,35.68,239.91170118635668,58.5
35.68,35.76,236.4721347825532,58.24999999999999
35.76,35.78,239.91170118635668,58.5
35.78,35.8,243.40129723554335,58.75
35.8,35.82,250.53349964647214,59.249999999999986
35.82,35.84,254.17759331190004,59.5
35.84,35.86,257.8746915402353,59.74999999999999
35.86,35.94,261.6255653005986,60.0
35.94,35.96,257.8746915402353,59.74999999999999
35.96,35.98,254.17759331190004,59.5
35.98,36.0,250.53349964647214,59.249999999999986
36.0,36.02,243.40129723554335,58.75
36.02,36.06,236.4721347825532,58.24999999999999
36.06,36.08,233.08188075904496,58.0
36.08,36.1,229.74023213403103,57.75
36.1,36.12,220.0,57.0
36.12,36.14,213.7370270537933,56.5
36.14,36.16,201.74088950502767,55.5
36.16,36.22,198.84857044604223,55.24999999999999
36.26,36.28,226.44649206156825,57.49999999999999
36.28,36.32,229.74023213403103,57.75
36.32,36.38,236.4721347825532,58.24999999999999
36.38,36.52,233.08188075904496,58.0
36.58,36.6,198.84857044604223,55.24999999999999
36.6,36.64,195.99771799087463,55.0
36.64,36.7,193.18773764106294,54.75
36.7,36.74,195.99771799087463,55.0
36.74,36.8,198.84857044604223,55.24999999999999
36.8,36.86,195.99771799087463,55.0
36.86,36.9,193.18773764106294,54.75
36.9,36.92,190.41804342135148,54.49999999999999
36.92,36.94,182.3449430844896,53.74999999999999
36.94,36.96,179.73069985652097,53.5
36.96,36.98,177.15393651441798,53.25
36.98,37.0,174.61411571650194,52.99999999999999
37.0,37.04,177.15393651441798,53.25
37.04,37.06,179.73069985652097,53.5
37.06,37.08,182.3449430844896,53.74999999999999
37.08,37.12,187.68805775749541,54.25
37.12,37.16,190.41804342135148,54.49999999999999
37.16,37.22,193.18773764106294,54.75
37.22,37.28,190.41804342135148,54.49999999999999
37.28,37.3,193.18773764106294,54.75
37.3,37.34,195.99771799087463,55.0
37.34,37.36,193.18773764106294,54.75
37.36,37.38,190.41804342135148,54.49999999999999
37.38,37.4,187.68805775749541,54.25
38.12,38.16,257.8746915402353,59.74999999999999
38.2,38.34,257.8746915402353,59.74999999999999
38.34,38.38,254.17759331190004,59.5
38.38,38.44,250.53349964647214,59.249999999999986
38.84,38.86,157.82621495421003,51.25
38.86,38.88,162.45087605334493,51.75
38.88,38.9,167.21105006640263,52.24999999999999
38.9,38.92,169.64319079487348,52.499999999999986
38.92,38.94,172.11070782485513,52.75
38.94,38.96,177.15393651441798,53.25
38.96,39.0,179.73069985652097,53.5
39.0,39.16,182.3449430844896,53.74999999999999
39.2,39.26,187.68805775749541,54.25
40.56,40.58,239.91170118635668,58.5
40.58,40.6,236.4721347825532,58.24999999999999
40.6,40.7,233.08188075904496,58.0
40.7,40.72,236.4721347825532,58.24999999999999
40.72,40.74,250.53349964647214,59.249999999999986
40.74,40.76,257.8746915402353,59.74999999999999
40.76,40.78,261.6255653005986,60.0
40.78,40.82,265.4309967761148,60.249999999999986
40.82,40.86,261.6255653005986,60.0
40.86,40.9,265.4309967761148,60.249999999999986
40.9,40.94,261.6255653005986,60.0
40.94,40.96,257.8746915402353,59.74999999999999
40.96,40.98,254.17759331190004,59.5
40.98,41.0,243.40129723554335,58.75
41.0,41.06,233.08188075904496,58.0
41.06,41.1,229.74023213403103,57.75
41.1,41.12,233.08188075904496,58.0
41.16,41.2,250.53349964647214,59.249999999999986
41.2,41.24,236.4721347825532,58.24999999999999
41.24,41.26,233.08188075904496,58.0
41.26,41.3,229.74023213403103,57.75
41.3,41.32,250.53349964647214,59.249999999999986
41.32,41.34,257.8746915402353,59.74999999999999
41.34,41.36,261.6255653005986,60.0
41.36,41.44,265.4309967761148,60.249999999999986
41.44,41.56,261.6255653005986,60.0
41.56,41.58,257.8746915402353,59.74999999999999
41.58,41.68,261.6255653005986,60.0
41.68,41.78,257.8746915402353,59.74999999999999
41.78,41.82,254.17759331190004,59.5
41.82,41.88,257.8746915402353,59.74999999999999
41.88,42.0,261.6255653005986,60.0
42.0,42.02,257.8746915402353,59.74999999999999
42.02,42.04,261.6255653005986,60.0
42.04,42.08,265.4309967761148,60.249999999999986
42.08,42.1,257.8746915402353,59.74999999999999
42.1,42.12,250.53349964647214,59.249999999999986
42.12,42.14,243.40129723554335,58.75
42.14,42.16,239.91170118635668,58.5
42.16,42.18,236.4721347825532,58.24999999999999
42.18,42.2,233.08188075904496,58.0
42.2,42.26,229.74023213403103,57.75
42.26,42.28,233.08188075904496,58.0
42.28,42.3,236.4721347825532,58.24999999999999
42.3,42.34,233.08188075904496,58.0
42.34,42.38,229.74023213403103,57.75
42.38,42.42,233.08188075904496,58.0
42.42,42.5,236.4721347825532,58.24999999999999
42.5,42.56,233.08188075904496,58.0
42.56,42.58,236.4721347825532,58.24999999999999
42.58,42.6,243.40129723554335,58.75
42.6,42.62,246.94165062806206,58.99999999999999
42.62,42.64,257.8746915402353,59.74999999999999
42.64,42.74,261.6255653005986,60.0
42.74,42.76,257.8746915402353,59.74999999999999
42.76,42.78,254.17759331190004,59.5
42.78,42.9,250.53349964647214,59.249999999999986
43.02,43.1,236.4721347825532,58.24999999999999
43.1,43.16,233.08188075904496,58.0
43.16,43.18,236.4721347825532,58.24999999999999
43.18,43.2,239.91170118635668,58.5
43.2,43.22,250.53349964647214,59.249999999999986
43.22,43.24,261.6255653005986,60.0
43.24,43.28,265.4309967761148,60.249999999999986
43.28,43.36,261.6255653005986,60.0
43.36,43.4,265.4309967761148,60.249999999999986
43.4,43.42,261.6255653005986,60.0
43.42,43.46,257.8746915402353,59.74999999999999
43.46,43.48,254.17759331190004,59.5
43.48,43.5,243.40129723554335,58.75
43.5,43.52,233.08188075904496,58.0
43.52,43.56,229.74023213403103,57.75
43.56,43.66,236.4721347825532,58.24999999999999
43.66,43.68,239.91170118635668,58.5
43.68,43.74,236.4721347825532,58.24999999999999
43.74,43.78,233.08188075904496,58.0
43.78,43.82,229.74023213403103,57.75
43.82,43.88,265.4309967761148,60.249999999999986
43.88,43.9,261.6255653005986,60.0
43.9,43.92,257.8746915402353,59.74999999999999
43.92,43.94,250.53349964647214,59.249999999999986
43.98,44.02,265.4309967761148,60.249999999999986
44.02,44.04,269.2917795270241,60.49999999999999
44.04,44.08,265.4309967761148,60.249999999999986
44.08,44.1,261.6255653005986,60.0
44.1,44.16,257.8746915402353,59.74999999999999
44.16,44.18,261.6255653005986,60.0
44.18,44.28,257.8746915402353,59.74999999999999
44.28,44.34,261.6255653005986,60.0
44.34,44.4,257.8746915402353,59.74999999999999
44.4,44.44,261.6255653005986,60.0
44.44,44.48,265.4309967761148,60.249999999999986
44.48,44.54,261.6255653005986,60.0
44.54,44.56,257.8746915402353,59.74999999999999
44.58,44.6,236.4721347825532,58.24999999999999
44.6,44.68,233.08188075904496,58.0
44.68,44.7,229.74023213403103,57.75
44.7,44.74,233.08188075904496,58.0
44.74,44.76,236.4721347825532,58.24999999999999
44.76,44.82,233.08188075904496,58.0
44.82,44.84,229.74023213403103,57.75
44.84,44.9,233.08188075904496,58.0
44.9,44.94,236.4721347825532,58.24999999999999
